link_id,activity_id,queue_id,source_kind,original_url,canonical_url,domain,source_type,http_status,access_status,priority,anchor_text,context_excerpt,resolve_error
LI-EXT-011,7436682459037089793,LI-LOGIN-008,anchor,https://arxiv.org/abs/0811.1679,https://arxiv.org/abs/0811.1679,arxiv.org,academic_or_preprint,200,resolved,high,https://arxiv.org/abs/0811.1679,Denis Burakov Thanks for sharing. This interesting approach is a variation of the RuleFit algorithm (https://arxiv.org/abs/0811.1679). The R package xrf is an implementation (https://cran.r-project.org/package=xrf).,
LI-EXT-012,7436682459037089793,LI-LOGIN-008,anchor,https://cran.r-project.org/package=xrf,https://cran.r-project.org/web/packages/xrf/index.html,cran.r-project.org,software_documentation,200,resolved,high,https://cran.r-project.org/package=xrf,Denis Burakov Thanks for sharing. This interesting approach is a variation of the RuleFit algorithm (https://arxiv.org/abs/0811.1679). The R package xrf is an implementation (https://cran.r-project.org/package=xrf).,
LI-EXT-013,7436682459037089793,LI-LOGIN-008,anchor,https://arxiv.org/abs/0811.1679v1,https://arxiv.org/abs/0811.1679v1,arxiv.org,academic_or_preprint,200,resolved,high,,Denis Burakov Thanks for sharing. This interesting approach is a variation of the RuleFit algorithm (https://arxiv.org/abs/0811.1679). The R package xrf is an implementation (https://cran.r-project.org/package=xrf). Predictive learning via rule ensembles General regression and classification models are constructed as linear combinations of simple rules derived from the data. Each rule consists of a conjunction of a small number of simple statements concerning the values of individual input variables....,
LI-EXT-014,7436682459037089793,LI-LOGIN-008,anchor,https://cer.business-school.ed.ac.uk/wp-content/uploads/sites/55/2017/02/Piecewise-Logistic-Regression-an-Application-in-Credit-Scoring-Raymond-Anderson.pdf,https://cer.business-school.ed.ac.uk/wp-content/uploads/sites/55/2017/02/Piecewise-Logistic-Regression-an-Application-in-Credit-Scoring-Raymond-Anderson.pdf,cer.business-school.ed.ac.uk,pdf,200,resolved,high,https://cer.business-school.ed.ac.uk/wp-content/uploads/sites/55/2017/02/Piecewise-Logistic-Regression-an-Application-in-Credit-Scoring-Raymond-Anderson.pdf,"Most interactions involve features with the greatest relationship with the target variable. You can also apply a piecewise approach, i.e. have multiple variables per feature/characteristic, to address most interactions. Each feature will have minimum two variables, one each for positive and negative WOEs (monotonicity maintained). Inclusion varies by relevance within the training sample's risk range. I presented a paper at the Edinburgh Credit Scoring Conference about this 10 years ago. https://cer.business-school.ed.ac.uk/wp-content/uploads/sites/55/2017/02/Piecewise-Logistic-Regression-an-Ap",
LI-EXT-015,7436682459037089793,LI-LOGIN-008,comment_block,https://arxiv.org/abs/0811.1679,https://arxiv.org/abs/0811.1679,arxiv.org,academic_or_preprint,200,resolved,high,https://arxiv.org/abs/0811.1679,Denis Burakov Thanks for sharing. This interesting approach is a variation of the RuleFit algorithm (https://arxiv.org/abs/0811.1679). The R package xrf is an implementation (https://cran.r-project.org/package=xrf).,
LI-EXT-016,7436682459037089793,LI-LOGIN-008,comment_block,https://cran.r-project.org/package=xrf,https://cran.r-project.org/web/packages/xrf/index.html,cran.r-project.org,software_documentation,200,resolved,high,https://cran.r-project.org/package=xrf,Denis Burakov Thanks for sharing. This interesting approach is a variation of the RuleFit algorithm (https://arxiv.org/abs/0811.1679). The R package xrf is an implementation (https://cran.r-project.org/package=xrf).,
LI-EXT-017,7436682459037089793,LI-LOGIN-008,comment_block,https://cer.business-school.ed.ac.uk/wp-content/uploads/sites/55/2017/02/Piecewise-Logistic-Regression-an-Application-in-Credit-Scoring-Raymond-Anderson.pdf,https://cer.business-school.ed.ac.uk/wp-content/uploads/sites/55/2017/02/Piecewise-Logistic-Regression-an-Application-in-Credit-Scoring-Raymond-Anderson.pdf,cer.business-school.ed.ac.uk,pdf,200,resolved,high,https://cer.business-school.ed.ac.uk/wp-content/uploads/sites/55/2017/02/Piecewise-Logistic-Regression-an-Application-in-Credit-Scoring-Raymond-Anderson.pdf,"Most interactions involve features with the greatest relationship with the target variable. You can also apply a piecewise approach, i.e. have multiple variables per feature/characteristic, to address most interactions. Each feature will have minimum two variables, one each for positive and negative WOEs (monotonicity maintained). Inclusion varies by relevance within the training sample's risk range. I presented a paper at the Edinburgh Credit Scoring Conference about this 10 years ago. https://cer.business-school.ed.ac.uk/wp-content/uploads/sites/55/2017/02/Piecewise-Logistic-Regression-an-Ap",
LI-EXT-018,7434266280364498944,LI-LOGIN-011,anchor,https://lnkd.in/dtNUi5FW,https://lnkd.in/dtNUi5FW,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/dtNUi5FW,"📚 𝗢𝗻 𝗖𝗿𝗲𝗱𝗶𝘁: 𝗦𝗰𝗼𝗿𝗶𝗻𝗴 𝗙𝗼𝘂𝗻𝗱𝗮𝘁𝗶𝗼𝗻𝘀 𝗶𝗻 𝘁𝗵𝗲 𝗔𝗴𝗲 𝗼𝗳 𝗔𝗜 𝗶𝘀 𝗟𝗶𝘃𝗲 🎉 This book traces the mathematical lineage connecting Alan Turing's wartime cryptanalysis to modern credit scoring systems. It reveals how weight of evidence, developed to break enemy codes at Bletchley Park in the early 1940s, connects through maximum likelihood and logistic regression to neural networks, ensemble methods, and explainability frameworks used in today's financial institutions. The four chapters cover: • 𝗪𝗲𝗶𝗴𝗵𝘁 𝗼𝗳 𝗘𝘃𝗶𝗱𝗲𝗻𝗰𝗲: from Turing's decibans to credit scoring • 𝗟𝗼𝗴𝗶𝘀𝘁𝗶𝗰 𝗥𝗲𝗴𝗿𝗲𝘀𝘀𝗶𝗼𝗻: from Fisher's maximum likelihood t",
LI-EXT-019,7434266280364498944,LI-LOGIN-011,anchor,https://lnkd.in/d4GaNKUA,https://lnkd.in/d4GaNKUA,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/d4GaNKUA,"📚 𝗢𝗻 𝗖𝗿𝗲𝗱𝗶𝘁: 𝗦𝗰𝗼𝗿𝗶𝗻𝗴 𝗙𝗼𝘂𝗻𝗱𝗮𝘁𝗶𝗼𝗻𝘀 𝗶𝗻 𝘁𝗵𝗲 𝗔𝗴𝗲 𝗼𝗳 𝗔𝗜 𝗶𝘀 𝗟𝗶𝘃𝗲 🎉 This book traces the mathematical lineage connecting Alan Turing's wartime cryptanalysis to modern credit scoring systems. It reveals how weight of evidence, developed to break enemy codes at Bletchley Park in the early 1940s, connects through maximum likelihood and logistic regression to neural networks, ensemble methods, and explainability frameworks used in today's financial institutions. The four chapters cover: • 𝗪𝗲𝗶𝗴𝗵𝘁 𝗼𝗳 𝗘𝘃𝗶𝗱𝗲𝗻𝗰𝗲: from Turing's decibans to credit scoring • 𝗟𝗼𝗴𝗶𝘀𝘁𝗶𝗰 𝗥𝗲𝗴𝗿𝗲𝘀𝘀𝗶𝗼𝗻: from Fisher's maximum likelihood t",
LI-EXT-020,7434266280364498944,LI-LOGIN-011,anchor,https://lnkd.in/dKE92dwU,https://lnkd.in/dKE92dwU,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/dKE92dwU,"📚 𝗢𝗻 𝗖𝗿𝗲𝗱𝗶𝘁: 𝗦𝗰𝗼𝗿𝗶𝗻𝗴 𝗙𝗼𝘂𝗻𝗱𝗮𝘁𝗶𝗼𝗻𝘀 𝗶𝗻 𝘁𝗵𝗲 𝗔𝗴𝗲 𝗼𝗳 𝗔𝗜 𝗶𝘀 𝗟𝗶𝘃𝗲 🎉 This book traces the mathematical lineage connecting Alan Turing's wartime cryptanalysis to modern credit scoring systems. It reveals how weight of evidence, developed to break enemy codes at Bletchley Park in the early 1940s, connects through maximum likelihood and logistic regression to neural networks, ensemble methods, and explainability frameworks used in today's financial institutions. The four chapters cover: • 𝗪𝗲𝗶𝗴𝗵𝘁 𝗼𝗳 𝗘𝘃𝗶𝗱𝗲𝗻𝗰𝗲: from Turing's decibans to credit scoring • 𝗟𝗼𝗴𝗶𝘀𝘁𝗶𝗰 𝗥𝗲𝗴𝗿𝗲𝘀𝘀𝗶𝗼𝗻: from Fisher's maximum likelihood t",
LI-EXT-021,7431246513466609664,LI-LOGIN-012,anchor,https://lnkd.in/daK5nfYM,https://lnkd.in/daK5nfYM,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/daK5nfYM,"Excited to share an update on my book, releasing 𝗠𝗮𝗿𝗰𝗵 𝟭𝘀𝘁 as a color paperback! I just received my proof copy and wanted to give you a preview. 𝘖𝘯 𝘊𝘳𝘦𝘥𝘪𝘵: 𝘚𝘤𝘰𝘳𝘪𝘯𝘨 𝘍𝘰𝘶𝘯𝘥𝘢𝘵𝘪𝘰𝘯𝘴 𝘪𝘯 𝘵𝘩𝘦 𝘈𝘨𝘦 𝘰𝘧 𝘈𝘐 bridges 80 years of credit scoring history, from Turing's weight of evidence at Bletchley Park through Fisher's maximum likelihood to modern ensemble methods and explainability frameworks. The book will be available on Amazon worldwide starting March 1. Code examples and notebooks are already live: https://lnkd.in/daK5nfYM Full release announcement coming soon. hashtag #CreditRisk hashtag #CreditScoring",
LI-EXT-022,7429434643583725571,LI-LOGIN-013,anchor,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2793951,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2793951,papers.ssrn.com,academic_or_preprint,403,blocked_or_error,high,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2793951,"Just to clarify terminology in this discussion: When we compute “Gini” in SAS, R, or Python for binary classification models, we are computing Somers’ D. Gini = 2 × AUC − 1 In the credit risk literature, this quantity is mathematically identical to the Accuracy Ratio (AR) derived from the CAP curve. So: Somers’ D = Accuracy Ratio (CAP) = 2 × AUC − 1 This equivalence is well established in the literature: - Engelmann, Hayden & Tasche (2003) – Measuring the Discriminative Power of Rating Systems https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2793951 - Basel Committee (2005) – Working Paper",Forbidden
LI-EXT-023,7429434643583725571,LI-LOGIN-013,anchor,https://www.bis.org/publ/bcbs_wp14.pdf,https://www.bis.org/publ/bcbs_wp14.pdf,bis.org,official_or_academic_pdf,200,resolved,high,https://www.bis.org/publ/bcbs_wp14.pdf,"Just to clarify terminology in this discussion: When we compute “Gini” in SAS, R, or Python for binary classification models, we are computing Somers’ D. Gini = 2 × AUC − 1 In the credit risk literature, this quantity is mathematically identical to the Accuracy Ratio (AR) derived from the CAP curve. So: Somers’ D = Accuracy Ratio (CAP) = 2 × AUC − 1 This equivalence is well established in the literature: - Engelmann, Hayden & Tasche (2003) – Measuring the Discriminative Power of Rating Systems https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2793951 - Basel Committee (2005) – Working Paper",
LI-EXT-024,7429434643583725571,LI-LOGIN-013,anchor,https://datascience.stackexchange.com/questions/134389/is-class-imbalance-really-a-problem-in-machine-learning,https://datascience.stackexchange.com/questions/134389/is-class-imbalance-really-a-problem-in-machine-learning,datascience.stackexchange.com,web_source,not_resolved,unresolved,low,https://datascience.stackexchange.com/questions/134389/is-class-imbalance-really-a-problem-in-machine-learning,"Igbokweuche Chukwuebuka this source has been the best discussion I've seen so far. It's not about Gini, but it talks about imbalance as ""a problem"" in general https://datascience.stackexchange.com/questions/134389/is-class-imbalance-really-a-problem-in-machine-learning",
LI-EXT-025,7429434643583725571,LI-LOGIN-013,anchor,https://www.researchgate.net/publication/228906308_Portfolio_Risk_Management_Using_the_Lorenz_Curve,https://www.researchgate.net/publication/228906308_Portfolio_Risk_Management_Using_the_Lorenz_Curve,researchgate.net,web_source,not_resolved,unresolved,low,https://www.researchgate.net/publication/228906308_Portfolio_Risk_Management_Using_the_Lorenz_Curve,There is also a direct linkage of the absolute Lorenz curve ( as opposed to relative one used in Gini ) to CVaR https://www.researchgate.net/publication/228906308_Portfolio_Risk_Management_Using_the_Lorenz_Curve,
LI-EXT-026,7429434643583725571,LI-LOGIN-013,comment_block,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2793951,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2793951,papers.ssrn.com,academic_or_preprint,403,blocked_or_error,high,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2793951,"Just to clarify terminology in this discussion: When we compute “Gini” in SAS, R, or Python for binary classification models, we are computing Somers’ D. Gini = 2 × AUC − 1 In the credit risk literature, this quantity is mathematically identical to the Accuracy Ratio (AR) derived from the CAP curve. So: Somers’ D = Accuracy Ratio (CAP) = 2 × AUC − 1 This equivalence is well established in the literature: - Engelmann, Hayden & Tasche (2003) – Measuring the Discriminative Power of Rating Systems https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2793951 - Basel Committee (2005) – Working Paper",Forbidden
LI-EXT-027,7429434643583725571,LI-LOGIN-013,comment_block,https://www.bis.org/publ/bcbs_wp14.pdf,https://www.bis.org/publ/bcbs_wp14.pdf,bis.org,official_or_academic_pdf,200,resolved,high,https://www.bis.org/publ/bcbs_wp14.pdf,"Just to clarify terminology in this discussion: When we compute “Gini” in SAS, R, or Python for binary classification models, we are computing Somers’ D. Gini = 2 × AUC − 1 In the credit risk literature, this quantity is mathematically identical to the Accuracy Ratio (AR) derived from the CAP curve. So: Somers’ D = Accuracy Ratio (CAP) = 2 × AUC − 1 This equivalence is well established in the literature: - Engelmann, Hayden & Tasche (2003) – Measuring the Discriminative Power of Rating Systems https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2793951 - Basel Committee (2005) – Working Paper",
LI-EXT-028,7429434643583725571,LI-LOGIN-013,comment_block,https://datascience.stackexchange.com/questions/134389/is-class-imbalance-really-a-problem-in-machine-learning,https://datascience.stackexchange.com/questions/134389/is-class-imbalance-really-a-problem-in-machine-learning,datascience.stackexchange.com,web_source,403,blocked_or_error,high,https://datascience.stackexchange.com/questions/134389/is-class-imbalance-really-a-problem-in-machine-learning,"Igbokweuche Chukwuebuka this source has been the best discussion I've seen so far. It's not about Gini, but it talks about imbalance as ""a problem"" in general https://datascience.stackexchange.com/questions/134389/is-class-imbalance-really-a-problem-in-machine-learning",Forbidden
LI-EXT-029,7429434643583725571,LI-LOGIN-013,comment_block,https://www.researchgate.net/publication/228906308_Portfolio_Risk_Management_Using_the_Lorenz_Curve,https://www.researchgate.net/publication/228906308_Portfolio_Risk_Management_Using_the_Lorenz_Curve,researchgate.net,web_source,200,resolved,high,https://www.researchgate.net/publication/228906308_Portfolio_Risk_Management_Using_the_Lorenz_Curve,There is also a direct linkage of the absolute Lorenz curve ( as opposed to relative one used in Gini ) to CVaR https://www.researchgate.net/publication/228906308_Portfolio_Risk_Management_Using_the_Lorenz_Curve,
LI-EXT-030,7421824489165979649,LI-LOGIN-016,anchor,https://lnkd.in/d3itQCBi,https://lnkd.in/d3itQCBi,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/d3itQCBi,"📚 𝘾𝙧𝙚𝙙𝙞𝙩 𝙍𝙞𝙨𝙠 𝙈𝙤𝙙𝙚𝙡𝙞𝙣𝙜 𝙤𝙣 𝘼𝙒𝙎 ☁️ New chapter: MLflow experiment tracking with Amazon SageMaker MLflow was integrated with SageMaker in June 2024 as the recommended replacement for SageMaker Experiments. While Amazon Web Services (AWS) now offers MLflow Apps as a managed serverless experience, this guide focuses on the original tracking server pattern. ✓ Develop and test your entire ML pipeline locally with LocalStack, then deploy to production with confidence ✓ All code examples use real-world credit scoring datasets (HELOC) and demonstrate production-ready patterns for experiment tracking, mo",
LI-EXT-031,7419287581689008128,LI-LOGIN-018,anchor,https://lnkd.in/d3itQCBi,https://lnkd.in/d3itQCBi,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/d3itQCBi,"📚 𝘾𝙧𝙚𝙙𝙞𝙩 𝙍𝙞𝙨𝙠 𝙈𝙤𝙙𝙚𝙡𝙞𝙣𝙜 𝙤𝙣 𝘼𝙒𝙎 ☁️ New chapter on batch scoring and credit limit management, a core workflow for anyone managing revolving credit products. Banks and FinTechs need to periodically re-score existing customers and adjust credit limits based on behavioral patterns. This normally happens at scale (thousands of customers), on schedule (daily/monthly), and typically requires separating data science work from credit policy decisions. The chapter covers AWS services that help orchestrate this process: EventBridge, SageMaker, Lambda, and Redshift. As always, everything runs locally with D",
LI-EXT-032,7416750932140552192,LI-LOGIN-020,anchor,https://lnkd.in/dFgQAEWG,https://lnkd.in/dFgQAEWG,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/dFgQAEWG,"There are plenty of Python data science tools, but very few are built specifically for credit risk modeling. 𝗙𝗮𝘀𝘁𝗪𝗼𝗲 focuses on what teams actually need in their daily work: • Weight of Evidence encoding with uncertainty • Somers' D / Gini as first-class metrics • Interpretable feature screening aligned with regulatory models What’s new in v0.1.6 ⤵ ✓ 𝗠𝗮𝗿𝗴𝗶𝗻𝗮𝗹 𝗦𝗼𝗺𝗲𝗿𝘀' 𝗗 (𝗠𝗦𝗗), an incremental feature selection based on residual rank correlation ✓ 𝗖𝗔𝗣 & 𝘄𝗲𝗶𝗴𝗵𝘁𝗲𝗱 𝗖𝗔𝗣 𝗰𝘂𝗿𝘃𝗲𝘀, a credit risk data science gem available for visualizing model ranking performance ✓ 𝗦𝘁𝘆𝗹𝗶𝗻𝗴 𝗱𝗲𝗰𝗼𝗿𝗮𝘁𝗼𝗿𝘀 𝗳𝗼𝗿 𝗜𝗩 / 𝗚𝗶𝗻𝗶 𝘁𝗮𝗯𝗹𝗲𝘀",
LI-EXT-033,7413851823381598208,LI-LOGIN-021,anchor,https://lnkd.in/d3itQCBi,https://lnkd.in/d3itQCBi,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/d3itQCBi,"📚 𝘾𝙧𝙚𝙙𝙞𝙩 𝙍𝙞𝙨𝙠 𝙈𝙤𝙙𝙚𝙡𝙞𝙣𝙜 𝙤𝙣 𝘼𝙒𝙎 ☁️ We're back, this time with updates to the practitioner's guide to Credit Risk Modeling on AWS. The first guide of its kind is shaping up to help more practitioners get hands-on with cloud workflows without the hasty bills 💸 What is this about, and who is it for? The project uses Docker, Inc, LocalStack, and Amazon SageMaker to deliver real-world examples of modern credit risk work. Everything runs locally and for free and yet allows you to implement common use cases without worrying about billing statement emails ✉️ If you're curious about credit risk data scie",
LI-EXT-034,7407691340332834816,LI-LOGIN-023,anchor,https://lnkd.in/dwfNbdnZ,https://lnkd.in/dwfNbdnZ,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/dwfNbdnZ,"LLM and AI Notes This is a living notebook of LLM and AI concepts, code snippets, and references collected while learning and prototyping both in the cloud and locally. The notes move broadly from how models work, to how they are used in systems (RAG, agents, MLOps), to fine-tuning and prompt management. Sections are intentionally uneven in depth and mix theory and practice. Whether you’re exploring LLM and AI for credit decisioning, document processing, or just curious about open-source tooling, these are my field notes from the journey. 👉 Web version here: https://lnkd.in/dwfNbdnZ hashtag #D",
LI-EXT-035,7404429791552270336,LI-LOGIN-024,anchor,https://lnkd.in/dag5Kqwf,https://lnkd.in/dag5Kqwf,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/dag5Kqwf,"🚀 𝗕𝗼𝗼𝘀𝘁𝗲𝗱 𝗦𝗰𝗼𝗿𝗲𝗰𝗮𝗿𝗱𝘀 𝗶𝗻 𝗣𝘆𝘁𝗵𝗼𝗻 🐍 The boosted scorecard family is now joined by LightGBM thanks to the contribution by SangJun Moon! Now you can convert LightGBM models into credit scorecards. The current scorecard method makes stumps easy to interpret, but explaining deeper tree interactions is still challenging. The method developed by Paul Edwards will soon be expanded to use SHAP values for deeper trees in the next release. 🔗 GitHub repo: https://lnkd.in/dag5Kqwf hashtag #CreditRiskModeling hashtag #DataScience hashtag #FinTech hashtag #ExplainableAI",
