source_family,source_id,cap_share_v302,source_exposure_v302,source_share_v302,source_slack_v302,source_cap_violated_v302,claim_boundary_v302
grade,A,0.8531348749298603,718825.0,0.8531034892000949,3.138572976535414e-05,False,v302 greedy frontier final source diagnostic only; no global proof
state_top20,AZ,0.35,12000.0,0.014241633040588654,0.3357583669594113,False,v302 greedy frontier final source diagnostic only; no global proof
state_top20,CA,0.35,99900.0,0.11856159506290055,0.23143840493709944,False,v302 greedy frontier final source diagnostic only; no global proof
state_top20,CO,0.35,22200.0,0.02634702112508901,0.32365297887491096,False,v302 greedy frontier final source diagnostic only; no global proof
state_top20,FL,0.35,49500.0,0.0587467362924282,0.29125326370757176,False,v302 greedy frontier final source diagnostic only; no global proof
state_top20,GA,0.35,36150.0,0.04290291953477332,0.30709708046522666,False,v302 greedy frontier final source diagnostic only; no global proof
state_top20,IL,0.35,94025.0,0.11158912888677902,0.23841087111322096,False,v302 greedy frontier final source diagnostic only; no global proof
state_top20,IN,0.35,1000.0,0.0011868027533823878,0.3488131972466176,False,v302 greedy frontier final source diagnostic only; no global proof
state_top20,MA,0.35,24400.0,0.028957987182530263,0.3210420128174697,False,v302 greedy frontier final source diagnostic only; no global proof
state_top20,MD,0.35,13200.0,0.015665796344647518,0.33433420365535244,False,v302 greedy frontier final source diagnostic only; no global proof
state_top20,MI,0.35,2400.0,0.0028483266081177306,0.34715167339188224,False,v302 greedy frontier final source diagnostic only; no global proof
state_top20,MN,0.35,10300.0,0.012224068359838594,0.3377759316401614,False,v302 greedy frontier final source diagnostic only; no global proof
state_top20,NC,0.35,25600.0,0.03038215048658913,0.3196178495134108,False,v302 greedy frontier final source diagnostic only; no global proof
state_top20,NJ,0.35,13000.0,0.015428435793971042,0.33457156420602896,False,v302 greedy frontier final source diagnostic only; no global proof
state_top20,NV,0.35,10500.0,0.012461428910515073,0.33753857108948493,False,v302 greedy frontier final source diagnostic only; no global proof
state_top20,NY,0.35,86675.0,0.10286612864941846,0.2471338713505815,False,v302 greedy frontier final source diagnostic only; no global proof
state_top20,OH,0.35,21000.0,0.024922857821030146,0.3250771421789698,False,v302 greedy frontier final source diagnostic only; no global proof
state_top20,PA,0.35,37050.0,0.04397104201281747,0.3060289579871825,False,v302 greedy frontier final source diagnostic only; no global proof
state_top20,TX,0.35,32150.0,0.03815570852124377,0.3118442914787562,False,v302 greedy frontier final source diagnostic only; no global proof
state_top20,VA,0.35,10000.0,0.011868027533823879,0.3381319724661761,False,v302 greedy frontier final source diagnostic only; no global proof
state_top20,WA,0.35,53475.0,0.0634642772371232,0.28653572276287675,False,v302 greedy frontier final source diagnostic only; no global proof
state_top20,other,0.35,188075.0,0.2232079278423926,0.12679207215760738,False,v302 greedy frontier final source diagnostic only; no global proof
